UserID,DeviceType,PurchaseDate,OnboardingVersion,CohortMonth
13881,Smart Doorbell,2022-01-05,Variant,2022-01
13882,Smart Doorbell,2022-03-19,Control,2022-03
13883,Security Camera,2022-04-01,Variant,2022-04
13884,Smart Doorbell,2022-03-28,Control,2022-03
13885,Smart Doorbell,2022-09-27,Variant,2022-09
13886,Smart Doorbell,2022-04-14,Control,2022-04
13887,Smart Doorbell,2022-12-05,Control,2022-12
13888,Smart Doorbell,2022-06-24,Variant,2022-06
13889,Smart Doorbell,2022-02-23,Control,2022-02
13890,Smart Doorbell,2022-07-30,Control,2022-07
13891,Smart Doorbell,2022-04-05,Control,2022-04
13892,Smart Doorbell,2022-08-11,Control,2022-08
13893,Smart Doorbell,2022-01-09,Variant,2022-01
13894,Smart Doorbell,2022-02-22,Variant,2022-02
13895,Smart Doorbell,2022-03-18,Control,2022-03
13896,Security Camera,2022-07-25,Variant,2022-07
13897,Smart Doorbell,2022-11-12,Variant,2022-11
13898,Smart Doorbell,2022-10-29,Variant,2022-10
13899,Smart Doorbell,2022-11-06,Control,2022-11
13900,Smart Doorbell,2022-11-26,Variant,2022-11
13901,Security Camera,2022-04-22,Variant,2022-04
13902,Smart Doorbell,2022-12-17,Control,2022-12
13903,Security Camera,2022-06-14,Control,2022-06
13904,Smart Doorbell,2022-10-06,Control,2022-10
13905,Smart Doorbell,2022-01-27,Variant,2022-01
13906,Smart Doorbell,2022-03-11,Control,2022-03
13907,Security Camera,2022-08-06,Variant,2022-08
13908,Smart Doorbell,2022-07-08,Control,2022-07
13909,Security Camera,2022-11-29,Variant,2022-11
13910,Security Camera,2022-11-02,Variant,2022-11
13911,Security Camera,2022-05-04,Variant,2022-05
13912,Security Camera,2022-01-19,Variant,2022-01
13913,Smart Doorbell,2022-09-14,Variant,2022-09
13914,Smart Doorbell,2022-10-23,Control,2022-10
13915,Security Camera,2022-01-22,Variant,2022-01
13916,Smart Doorbell,2022-02-09,Control,2022-02
13917,Security Camera,2022-02-07,Variant,2022-02
13918,Smart Doorbell,2022-02-17,Control,2022-02
13919,Smart Doorbell,2022-07-02,Variant,2022-07
13920,Smart Doorbell,2022-03-16,Variant,2022-03
13921,Smart Doorbell,2022-07-28,Control,2022-07
13922,Smart Doorbell,2022-07-02,Control,2022-07
13923,Security Camera,2022-04-17,Variant,2022-04
13924,Smart Doorbell,2022-07-07,Control,2022-07
13925,Security Camera,2022-09-21,Control,2022-09
13926,Smart Doorbell,2022-03-27,Control,2022-03
13927,Smart Doorbell,2022-11-20,Variant,2022-11
13928,Smart Doorbell,2022-11-27,Variant,2022-11
13929,Security Camera,2022-05-17,Variant,2022-05
13930,Smart Doorbell,2022-12-12,Variant,2022-12
13931,Security Camera,2022-12-02,Control,2022-12
13932,Smart Doorbell,2022-04-05,Variant,2022-04
13933,Security Camera,2022-11-22,Control,2022-11
13934,Security Camera,2022-09-02,Control,2022-09
13935,Smart Doorbell,2022-03-31,Control,2022-03
13936,Smart Doorbell,2022-02-28,Variant,2022-02
13937,Security Camera,2022-01-28,Variant,2022-01
13938,Security Camera,2022-03-13,Control,2022-03
13939,Smart Doorbell,2022-09-27,Variant,2022-09
13940,Smart Doorbell,2022-01-24,Control,2022-01
13941,Smart Doorbell,2022-04-22,Control,2022-04
13942,Security Camera,2022-10-27,Control,2022-10
13943,Security Camera,2022-02-25,Variant,2022-02
13944,Security Camera,2022-08-11,Variant,2022-08
13945,Security Camera,2022-04-30,Control,2022-04
13946,Smart Doorbell,2022-06-28,Variant,2022-06
13947,Smart Doorbell,2022-10-15,Control,2022-10
13948,Security Camera,2022-10-08,Variant,2022-10
13949,Security Camera,2022-07-08,Variant,2022-07
13950,Security Camera,2022-03-07,Control,2022-03
13951,Smart Doorbell,2022-10-25,Variant,2022-10
13952,Smart Doorbell,2022-09-06,Variant,2022-09
13953,Security Camera,2022-03-17,Control,2022-03
13954,Security Camera,2022-05-17,Variant,2022-05
13955,Smart Doorbell,2022-06-13,Control,2022-06
13956,Smart Doorbell,2022-08-21,Control,2022-08
13957,Smart Doorbell,2022-09-12,Control,2022-09
13958,Security Camera,2022-10-21,Control,2022-10
13959,Security Camera,2022-06-19,Variant,2022-06
13960,Smart Doorbell,2022-11-13,Variant,2022-11
13961,Security Camera,2022-06-23,Variant,2022-06
13962,Security Camera,2022-12-11,Control,2022-12
13963,Smart Doorbell,2022-01-18,Control,2022-01
13964,Security Camera,2022-03-11,Control,2022-03
13965,Smart Doorbell,2022-12-04,Variant,2022-12
13966,Security Camera,2022-04-26,Variant,2022-04
13967,Security Camera,2022-03-21,Variant,2022-03
13968,Smart Doorbell,2022-01-15,Control,2022-01
13969,Security Camera,2022-06-25,Variant,2022-06
13970,Smart Doorbell,2022-09-26,Variant,2022-09
13971,Smart Doorbell,2022-04-29,Control,2022-04
13972,Security Camera,2022-10-26,Variant,2022-10
13973,Smart Doorbell,2022-07-07,Control,2022-07
13974,Security Camera,2022-02-26,Control,2022-02
13975,Smart Doorbell,2022-07-18,Control,2022-07
13976,Security Camera,2022-01-17,Control,2022-01
13977,Smart Doorbell,2022-10-15,Control,2022-10
13978,Security Camera,2022-02-24,Control,2022-02
13979,Smart Doorbell,2022-09-26,Control,2022-09
13980,Smart Doorbell,2022-10-30,Variant,2022-10
13981,Smart Doorbell,2022-03-28,Variant,2022-03
13982,Security Camera,2022-11-14,Variant,2022-11
13983,Security Camera,2022-01-29,Control,2022-01
13984,Smart Doorbell,2022-01-22,Control,2022-01
13985,Smart Doorbell,2022-11-17,Control,2022-11
13986,Security Camera,2022-10-12,Control,2022-10
13987,Smart Doorbell,2022-02-17,Variant,2022-02
13988,Security Camera,2022-01-05,Variant,2022-01
13989,Smart Doorbell,2022-09-07,Variant,2022-09
13990,Security Camera,2022-06-12,Variant,2022-06
13991,Security Camera,2022-07-21,Control,2022-07
13992,Smart Doorbell,2022-04-11,Control,2022-04
13993,Security Camera,2022-03-12,Variant,2022-03
13994,Smart Doorbell,2022-06-12,Control,2022-06
13995,Smart Doorbell,2022-06-22,Control,2022-06
13996,Security Camera,2022-05-21,Control,2022-05
13997,Security Camera,2022-05-18,Control,2022-05
13998,Smart Doorbell,2022-03-07,Control,2022-03
13999,Security Camera,2022-07-17,Variant,2022-07
14000,Smart Doorbell,2022-11-24,Variant,2022-11
14001,Smart Doorbell,2022-08-16,Control,2022-08
14002,Smart Doorbell,2022-10-08,Control,2022-10
14003,Security Camera,2022-06-21,Variant,2022-06
14004,Security Camera,2022-11-12,Control,2022-11
14005,Security Camera,2022-02-09,Control,2022-02
14006,Security Camera,2022-01-07,Control,2022-01
14007,Smart Doorbell,2022-06-23,Control,2022-06
14008,Smart Doorbell,2022-05-31,Variant,2022-05
14009,Security Camera,2022-07-30,Variant,2022-07
14010,Security Camera,2022-10-29,Control,2022-10
14011,Security Camera,2022-03-27,Control,2022-03
14012,Smart Doorbell,2022-09-10,Control,2022-09
14013,Security Camera,2022-01-21,Control,2022-01
14014,Smart Doorbell,2022-09-14,Variant,2022-09
14015,Security Camera,2022-02-02,Variant,2022-02
14016,Smart Doorbell,2022-09-17,Variant,2022-09
14017,Smart Doorbell,2022-08-22,Variant,2022-08
14018,Security Camera,2022-01-03,Variant,2022-01
14019,Security Camera,2022-12-13,Variant,2022-12
14020,Smart Doorbell,2022-11-04,Control,2022-11
14021,Security Camera,2022-08-15,Control,2022-08
14022,Smart Doorbell,2022-10-11,Variant,2022-10
14023,Smart Doorbell,2022-03-11,Control,2022-03
14024,Smart Doorbell,2022-11-09,Variant,2022-11
14025,Smart Doorbell,2022-12-30,Variant,2022-12
14026,Security Camera,2022-09-11,Variant,2022-09
14027,Security Camera,2022-05-24,Control,2022-05
14028,Smart Doorbell,2022-01-24,Variant,2022-01
14029,Security Camera,2022-08-22,Control,2022-08
14030,Smart Doorbell,2022-11-29,Variant,2022-11
14031,Security Camera,2022-06-24,Control,2022-06
14032,Security Camera,2022-11-28,Variant,2022-11
14033,Smart Doorbell,2022-11-21,Variant,2022-11
14034,Security Camera,2022-12-23,Control,2022-12
14035,Smart Doorbell,2022-06-08,Control,2022-06
14036,Smart Doorbell,2022-12-14,Variant,2022-12
14037,Smart Doorbell,2022-12-14,Control,2022-12
14038,Smart Doorbell,2022-10-13,Variant,2022-10
14039,Smart Doorbell,2022-01-18,Control,2022-01
14040,Smart Doorbell,2022-02-13,Variant,2022-02
14041,Security Camera,2022-06-04,Variant,2022-06
14042,Smart Doorbell,2022-12-21,Control,2022-12
14043,Smart Doorbell,2022-08-19,Control,2022-08
14044,Smart Doorbell,2022-11-12,Variant,2022-11
14045,Smart Doorbell,2022-08-13,Control,2022-08
14046,Security Camera,2022-08-05,Control,2022-08
14047,Smart Doorbell,2022-02-25,Variant,2022-02
14048,Smart Doorbell,2022-01-31,Control,2022-01
14049,Security Camera,2022-12-23,Control,2022-12
14050,Smart Doorbell,2022-02-28,Variant,2022-02
14051,Smart Doorbell,2022-12-19,Control,2022-12
14052,Smart Doorbell,2022-08-23,Control,2022-08
14053,Smart Doorbell,2022-04-17,Control,2022-04
14054,Smart Doorbell,2022-07-10,Variant,2022-07
14055,Security Camera,2022-01-18,Variant,2022-01
14056,Smart Doorbell,2022-08-14,Variant,2022-08
14057,Security Camera,2022-06-16,Control,2022-06
14058,Smart Doorbell,2022-03-12,Control,2022-03
14059,Smart Doorbell,2022-12-28,Control,2022-12
14060,Security Camera,2022-02-23,Control,2022-02
14061,Security Camera,2022-09-02,Variant,2022-09
14062,Smart Doorbell,2022-12-16,Control,2022-12
14063,Security Camera,2022-03-17,Control,2022-03
14064,Smart Doorbell,2022-02-04,Control,2022-02
14065,Security Camera,2022-09-24,Variant,2022-09
14066,Security Camera,2022-11-13,Variant,2022-11
14067,Smart Doorbell,2022-10-27,Variant,2022-10
14068,Smart Doorbell,2022-05-01,Variant,2022-05
14069,Smart Doorbell,2022-11-20,Control,2022-11
14070,Security Camera,2022-01-25,Control,2022-01
14071,Smart Doorbell,2022-06-09,Control,2022-06
14072,Smart Doorbell,2022-03-25,Variant,2022-03
14073,Smart Doorbell,2022-04-24,Variant,2022-04
14074,Smart Doorbell,2022-08-11,Variant,2022-08
14075,Smart Doorbell,2022-06-15,Variant,2022-06
14076,Smart Doorbell,2022-07-10,Variant,2022-07
14077,Security Camera,2022-06-24,Variant,2022-06
14078,Smart Doorbell,2022-01-01,Variant,2022-01
14079,Security Camera,2022-08-17,Variant,2022-08
14080,Smart Doorbell,2022-03-27,Control,2022-03
14081,Security Camera,2022-03-03,Variant,2022-03
14082,Smart Doorbell,2022-11-16,Variant,2022-11
14083,Smart Doorbell,2022-07-25,Control,2022-07
14084,Security Camera,2022-04-15,Variant,2022-04
14085,Security Camera,2022-11-14,Variant,2022-11
14086,Security Camera,2022-10-18,Control,2022-10
14087,Smart Doorbell,2022-09-07,Variant,2022-09
14088,Smart Doorbell,2022-01-13,Control,2022-01
14089,Security Camera,2022-06-12,Variant,2022-06
14090,Smart Doorbell,2022-02-12,Variant,2022-02
14091,Security Camera,2022-04-21,Control,2022-04
14092,Smart Doorbell,2022-07-24,Control,2022-07
14093,Smart Doorbell,2022-09-13,Variant,2022-09
14094,Security Camera,2022-11-03,Control,2022-11
14095,Smart Doorbell,2022-05-24,Control,2022-05
14096,Security Camera,2022-05-26,Variant,2022-05
14097,Security Camera,2022-10-28,Control,2022-10
14098,Security Camera,2022-06-13,Control,2022-06
14099,Security Camera,2022-06-18,Variant,2022-06
14100,Smart Doorbell,2022-10-25,Variant,2022-10
14101,Smart Doorbell,2022-08-21,Variant,2022-08
14102,Smart Doorbell,2022-09-28,Variant,2022-09
14103,Security Camera,2022-03-01,Control,2022-03
14104,Security Camera,2022-10-23,Control,2022-10
14105,Smart Doorbell,2022-08-23,Control,2022-08
14106,Smart Doorbell,2022-06-14,Variant,2022-06
14107,Security Camera,2022-07-13,Variant,2022-07
14108,Smart Doorbell,2022-08-22,Variant,2022-08
14109,Smart Doorbell,2022-07-02,Variant,2022-07
14110,Smart Doorbell,2022-11-29,Variant,2022-11
14111,Smart Doorbell,2022-08-20,Control,2022-08
14112,Security Camera,2022-12-27,Control,2022-12
14113,Security Camera,2022-04-17,Control,2022-04
14114,Smart Doorbell,2022-08-11,Control,2022-08
14115,Security Camera,2022-03-21,Variant,2022-03
14116,Smart Doorbell,2022-08-22,Control,2022-08
14117,Smart Doorbell,2022-07-03,Variant,2022-07
14118,Security Camera,2022-07-04,Variant,2022-07
14119,Smart Doorbell,2022-05-14,Control,2022-05
14120,Security Camera,2022-08-08,Control,2022-08
14121,Smart Doorbell,2022-10-15,Control,2022-10
14122,Smart Doorbell,2022-12-30,Control,2022-12
14123,Smart Doorbell,2022-07-21,Variant,2022-07
14124,Smart Doorbell,2022-05-26,Control,2022-05
14125,Smart Doorbell,2022-11-20,Variant,2022-11
14126,Smart Doorbell,2022-05-07,Variant,2022-05
14127,Smart Doorbell,2022-05-15,Variant,2022-05
14128,Security Camera,2022-04-24,Variant,2022-04
14129,Security Camera,2022-09-21,Control,2022-09
14130,Security Camera,2022-03-05,Control,2022-03
14131,Security Camera,2022-05-15,Control,2022-05
14132,Smart Doorbell,2022-02-10,Control,2022-02
14133,Smart Doorbell,2022-10-23,Variant,2022-10
14134,Smart Doorbell,2022-01-03,Variant,2022-01
14135,Security Camera,2022-07-13,Control,2022-07
14136,Smart Doorbell,2022-04-20,Control,2022-04
14137,Security Camera,2022-08-09,Control,2022-08
14138,Smart Doorbell,2022-01-04,Variant,2022-01
14139,Smart Doorbell,2022-09-01,Variant,2022-09
14140,Security Camera,2022-06-15,Variant,2022-06
14141,Security Camera,2022-01-26,Variant,2022-01
14142,Security Camera,2022-01-17,Control,2022-01
14143,Smart Doorbell,2022-08-04,Control,2022-08
14144,Smart Doorbell,2022-04-02,Control,2022-04
14145,Smart Doorbell,2022-01-31,Control,2022-01
14146,Security Camera,2022-07-24,Variant,2022-07
14147,Smart Doorbell,2022-07-26,Variant,2022-07
14148,Smart Doorbell,2022-04-17,Variant,2022-04
14149,Smart Doorbell,2022-05-26,Control,2022-05
14150,Security Camera,2022-04-11,Control,2022-04
14151,Security Camera,2022-11-14,Control,2022-11
14152,Smart Doorbell,2022-08-29,Variant,2022-08
14153,Security Camera,2022-09-04,Variant,2022-09
14154,Security Camera,2022-06-12,Control,2022-06
14155,Security Camera,2022-06-22,Variant,2022-06
14156,Smart Doorbell,2022-02-04,Variant,2022-02
14157,Smart Doorbell,2022-10-11,Control,2022-10
14158,Smart Doorbell,2022-12-25,Variant,2022-12
14159,Smart Doorbell,2022-12-24,Control,2022-12
14160,Smart Doorbell,2022-01-21,Variant,2022-01
14161,Security Camera,2022-11-04,Variant,2022-11
14162,Smart Doorbell,2022-06-12,Variant,2022-06
14163,Security Camera,2022-04-07,Control,2022-04
14164,Smart Doorbell,2022-11-03,Control,2022-11
14165,Security Camera,2022-12-05,Control,2022-12
14166,Security Camera,2022-02-24,Control,2022-02
14167,Security Camera,2022-11-29,Variant,2022-11
14168,Security Camera,2022-05-07,Variant,2022-05
14169,Security Camera,2022-07-12,Control,2022-07
14170,Security Camera,2022-08-31,Control,2022-08
14171,Smart Doorbell,2022-12-15,Control,2022-12
14172,Smart Doorbell,2022-03-29,Control,2022-03
14173,Smart Doorbell,2022-12-02,Control,2022-12
14174,Smart Doorbell,2022-08-03,Control,2022-08
14175,Smart Doorbell,2022-04-02,Variant,2022-04
14176,Smart Doorbell,2022-10-30,Control,2022-10
14177,Smart Doorbell,2022-08-23,Variant,2022-08
14178,Security Camera,2022-07-03,Variant,2022-07
14179,Security Camera,2022-02-07,Control,2022-02
14180,Smart Doorbell,2022-05-19,Variant,2022-05
14181,Smart Doorbell,2022-07-14,Variant,2022-07
14182,Smart Doorbell,2022-01-15,Variant,2022-01
14183,Security Camera,2022-09-14,Control,2022-09
14184,Security Camera,2022-05-15,Control,2022-05
14185,Smart Doorbell,2022-01-01,Variant,2022-01
14186,Security Camera,2022-02-18,Variant,2022-02
14187,Smart Doorbell,2022-04-06,Control,2022-04
14188,Smart Doorbell,2022-07-20,Control,2022-07
14189,Smart Doorbell,2022-01-26,Control,2022-01
14190,Smart Doorbell,2022-12-09,Control,2022-12
14191,Smart Doorbell,2022-08-23,Variant,2022-08
14192,Smart Doorbell,2022-12-15,Control,2022-12
14193,Smart Doorbell,2022-09-01,Control,2022-09
14194,Smart Doorbell,2022-12-24,Variant,2022-12
14195,Security Camera,2022-11-23,Control,2022-11
14196,Security Camera,2022-12-17,Variant,2022-12
14197,Security Camera,2022-02-20,Variant,2022-02
14198,Smart Doorbell,2022-03-22,Control,2022-03
14199,Smart Doorbell,2022-02-05,Variant,2022-02
14200,Smart Doorbell,2022-03-08,Variant,2022-03
14201,Security Camera,2022-05-09,Control,2022-05
14202,Security Camera,2022-06-04,Control,2022-06
14203,Smart Doorbell,2022-09-02,Variant,2022-09
14204,Security Camera,2022-04-21,Variant,2022-04
14205,Smart Doorbell,2022-06-17,Variant,2022-06
14206,Smart Doorbell,2022-05-22,Control,2022-05
14207,Smart Doorbell,2022-12-22,Variant,2022-12
14208,Security Camera,2022-07-16,Control,2022-07
14209,Security Camera,2022-04-19,Variant,2022-04
14210,Security Camera,2022-03-20,Variant,2022-03
14211,Smart Doorbell,2022-06-10,Variant,2022-06
14212,Smart Doorbell,2022-01-19,Variant,2022-01
14213,Security Camera,2022-05-07,Variant,2022-05
14214,Smart Doorbell,2022-07-24,Variant,2022-07
14215,Smart Doorbell,2022-01-29,Control,2022-01
14216,Security Camera,2022-07-26,Variant,2022-07
14217,Smart Doorbell,2022-10-07,Variant,2022-10
14218,Smart Doorbell,2022-05-31,Control,2022-05
14219,Security Camera,2022-08-28,Control,2022-08
14220,Security Camera,2022-09-23,Control,2022-09
14221,Smart Doorbell,2022-07-01,Variant,2022-07
14222,Smart Doorbell,2022-04-15,Variant,2022-04
14223,Smart Doorbell,2022-08-24,Control,2022-08
14224,Smart Doorbell,2022-06-22,Variant,2022-06
14225,Smart Doorbell,2022-06-07,Control,2022-06
14226,Security Camera,2022-06-21,Variant,2022-06
14227,Smart Doorbell,2022-11-07,Control,2022-11
14228,Smart Doorbell,2022-06-06,Control,2022-06
14229,Security Camera,2022-09-15,Control,2022-09
14230,Smart Doorbell,2022-06-13,Control,2022-06
14231,Smart Doorbell,2022-05-27,Variant,2022-05
14232,Security Camera,2022-06-03,Variant,2022-06
14233,Smart Doorbell,2022-02-07,Control,2022-02
14234,Security Camera,2022-05-11,Control,2022-05
14235,Security Camera,2022-12-24,Control,2022-12
14236,Security Camera,2022-09-12,Variant,2022-09
14237,Smart Doorbell,2022-07-27,Variant,2022-07
14238,Smart Doorbell,2022-04-05,Control,2022-04
14239,Security Camera,2022-12-14,Variant,2022-12
14240,Smart Doorbell,2022-11-23,Control,2022-11
14241,Security Camera,2022-06-20,Variant,2022-06
14242,Smart Doorbell,2022-09-07,Variant,2022-09
14243,Smart Doorbell,2022-07-09,Variant,2022-07
14244,Smart Doorbell,2022-07-18,Variant,2022-07
14245,Smart Doorbell,2022-08-09,Variant,2022-08
14246,Security Camera,2022-01-24,Variant,2022-01
14247,Security Camera,2022-09-01,Variant,2022-09
14248,Smart Doorbell,2022-11-20,Control,2022-11
14249,Smart Doorbell,2022-05-08,Control,2022-05
14250,Security Camera,2022-04-03,Control,2022-04
14251,Security Camera,2022-10-27,Variant,2022-10
14252,Security Camera,2022-05-13,Control,2022-05
14253,Smart Doorbell,2022-02-24,Control,2022-02
14254,Security Camera,2022-06-07,Control,2022-06
14255,Smart Doorbell,2022-01-29,Control,2022-01
14256,Smart Doorbell,2022-07-30,Variant,2022-07
14257,Smart Doorbell,2022-06-03,Variant,2022-06
14258,Security Camera,2022-10-20,Variant,2022-10
14259,Smart Doorbell,2022-08-10,Variant,2022-08
14260,Security Camera,2022-04-25,Variant,2022-04
14261,Smart Doorbell,2022-06-07,Control,2022-06
14262,Smart Doorbell,2022-09-16,Control,2022-09
14263,Security Camera,2022-09-08,Variant,2022-09
14264,Smart Doorbell,2022-05-02,Control,2022-05
14265,Smart Doorbell,2022-10-26,Control,2022-10
14266,Smart Doorbell,2022-09-20,Variant,2022-09
14267,Security Camera,2022-02-18,Control,2022-02
14268,Smart Doorbell,2022-11-25,Control,2022-11
14269,Smart Doorbell,2022-10-24,Control,2022-10
14270,Smart Doorbell,2022-12-28,Control,2022-12
14271,Smart Doorbell,2022-03-18,Control,2022-03
14272,Security Camera,2022-05-07,Control,2022-05
14273,Smart Doorbell,2022-07-16,Variant,2022-07
14274,Smart Doorbell,2022-08-09,Variant,2022-08
14275,Smart Doorbell,2022-04-01,Control,2022-04
14276,Smart Doorbell,2022-01-08,Variant,2022-01
14277,Security Camera,2022-02-01,Control,2022-02
14278,Security Camera,2022-11-16,Control,2022-11
14279,Security Camera,2022-09-26,Control,2022-09
14280,Security Camera,2022-07-10,Variant,2022-07
14281,Smart Doorbell,2022-12-15,Control,2022-12
14282,Security Camera,2022-06-12,Variant,2022-06
14283,Security Camera,2022-03-02,Variant,2022-03
14284,Smart Doorbell,2022-09-21,Variant,2022-09
14285,Smart Doorbell,2022-10-12,Variant,2022-10
14286,Smart Doorbell,2022-04-05,Variant,2022-04
14287,Smart Doorbell,2022-02-10,Control,2022-02
14288,Security Camera,2022-05-29,Control,2022-05
14289,Smart Doorbell,2022-07-23,Variant,2022-07
14290,Smart Doorbell,2022-09-24,Variant,2022-09
14291,Security Camera,2022-01-02,Control,2022-01
14292,Smart Doorbell,2022-06-27,Control,2022-06
14293,Smart Doorbell,2022-07-13,Control,2022-07
14294,Security Camera,2022-12-02,Control,2022-12
14295,Security Camera,2022-07-15,Control,2022-07
14296,Security Camera,2022-12-09,Variant,2022-12
14297,Security Camera,2022-09-06,Variant,2022-09
14298,Smart Doorbell,2022-07-31,Control,2022-07
14299,Smart Doorbell,2022-06-02,Variant,2022-06
14300,Security Camera,2022-06-07,Variant,2022-06
14301,Smart Doorbell,2022-12-28,Control,2022-12
14302,Smart Doorbell,2022-05-19,Control,2022-05
14303,Smart Doorbell,2022-08-09,Variant,2022-08
14304,Smart Doorbell,2022-09-30,Variant,2022-09
14305,Security Camera,2022-06-03,Control,2022-06
14306,Smart Doorbell,2022-09-06,Variant,2022-09
14307,Smart Doorbell,2022-10-06,Control,2022-10
14308,Smart Doorbell,2022-10-31,Control,2022-10
14309,Smart Doorbell,2022-10-03,Control,2022-10
14310,Security Camera,2022-01-02,Control,2022-01
14311,Smart Doorbell,2022-03-29,Variant,2022-03
14312,Security Camera,2022-10-14,Variant,2022-10
14313,Smart Doorbell,2022-05-10,Control,2022-05
14314,Smart Doorbell,2022-03-19,Variant,2022-03
14315,Security Camera,2022-09-17,Variant,2022-09
14316,Smart Doorbell,2022-08-29,Control,2022-08
14317,Security Camera,2022-05-21,Variant,2022-05
14318,Smart Doorbell,2022-08-16,Control,2022-08
14319,Smart Doorbell,2022-06-12,Variant,2022-06
14320,Smart Doorbell,2022-08-24,Control,2022-08
14321,Smart Doorbell,2022-05-08,Variant,2022-05
14322,Smart Doorbell,2022-07-19,Control,2022-07
14323,Smart Doorbell,2022-01-31,Variant,2022-01
14324,Smart Doorbell,2022-05-18,Variant,2022-05
14325,Smart Doorbell,2022-01-21,Control,2022-01
14326,Security Camera,2022-08-22,Control,2022-08
14327,Smart Doorbell,2022-07-21,Control,2022-07
14328,Security Camera,2022-10-06,Variant,2022-10
14329,Smart Doorbell,2022-05-11,Control,2022-05
14330,Security Camera,2022-05-28,Variant,2022-05
14331,Security Camera,2022-01-29,Control,2022-01
14332,Smart Doorbell,2022-12-27,Control,2022-12
14333,Smart Doorbell,2022-11-04,Control,2022-11
14334,Security Camera,2022-06-11,Control,2022-06
14335,Security Camera,2022-12-23,Variant,2022-12
14336,Smart Doorbell,2022-12-06,Variant,2022-12
14337,Smart Doorbell,2022-03-02,Control,2022-03
14338,Security Camera,2022-05-05,Variant,2022-05
14339,Security Camera,2022-03-12,Control,2022-03
14340,Smart Doorbell,2022-11-22,Variant,2022-11
14341,Security Camera,2022-12-30,Control,2022-12
14342,Smart Doorbell,2022-08-31,Variant,2022-08
14343,Smart Doorbell,2022-09-06,Variant,2022-09
14344,Smart Doorbell,2022-08-09,Control,2022-08
14345,Security Camera,2022-01-21,Variant,2022-01
14346,Smart Doorbell,2022-03-23,Control,2022-03
14347,Smart Doorbell,2022-12-10,Control,2022-12
14348,Smart Doorbell,2022-01-10,Control,2022-01
14349,Smart Doorbell,2022-01-12,Control,2022-01
14350,Smart Doorbell,2022-09-20,Control,2022-09
14351,Smart Doorbell,2022-05-25,Control,2022-05
14352,Smart Doorbell,2022-07-11,Control,2022-07
14353,Smart Doorbell,2022-09-07,Control,2022-09
14354,Smart Doorbell,2022-04-24,Variant,2022-04
14355,Smart Doorbell,2022-01-26,Variant,2022-01
14356,Security Camera,2022-09-28,Control,2022-09
14357,Smart Doorbell,2022-02-02,Control,2022-02
14358,Smart Doorbell,2022-03-03,Control,2022-03
14359,Security Camera,2022-08-17,Variant,2022-08
14360,Security Camera,2022-10-30,Variant,2022-10
14361,Smart Doorbell,2022-04-05,Control,2022-04
14362,Smart Doorbell,2022-02-04,Control,2022-02
14363,Smart Doorbell,2022-07-12,Control,2022-07
14364,Security Camera,2022-03-17,Control,2022-03
14365,Smart Doorbell,2022-09-06,Variant,2022-09
14366,Security Camera,2022-03-24,Variant,2022-03
14367,Smart Doorbell,2022-01-25,Control,2022-01
14368,Security Camera,2022-02-26,Variant,2022-02
14369,Security Camera,2022-02-01,Control,2022-02
14370,Security Camera,2022-11-15,Control,2022-11
14371,Security Camera,2022-01-12,Variant,2022-01
14372,Security Camera,2022-11-15,Variant,2022-11
14373,Security Camera,2022-11-29,Control,2022-11
14374,Smart Doorbell,2022-04-02,Control,2022-04
14375,Smart Doorbell,2022-01-01,Variant,2022-01
14376,Security Camera,2022-11-22,Variant,2022-11
14377,Smart Doorbell,2022-05-16,Control,2022-05
14378,Security Camera,2022-07-15,Control,2022-07
14379,Smart Doorbell,2022-05-13,Control,2022-05
14380,Security Camera,2022-03-27,Variant,2022-03
14381,Security Camera,2022-10-22,Variant,2022-10
14382,Smart Doorbell,2022-10-06,Control,2022-10
14383,Smart Doorbell,2022-11-20,Variant,2022-11
14384,Smart Doorbell,2022-06-29,Variant,2022-06
14385,Smart Doorbell,2022-01-04,Control,2022-01
14386,Smart Doorbell,2022-05-06,Control,2022-05
14387,Security Camera,2022-06-24,Variant,2022-06
14388,Security Camera,2022-09-08,Variant,2022-09
14389,Security Camera,2022-01-21,Variant,2022-01
14390,Security Camera,2022-04-15,Variant,2022-04
14391,Smart Doorbell,2022-03-07,Control,2022-03
14392,Smart Doorbell,2022-09-20,Control,2022-09
14393,Security Camera,2022-02-18,Variant,2022-02
14394,Smart Doorbell,2022-01-16,Control,2022-01
14395,Smart Doorbell,2022-05-25,Variant,2022-05
14396,Security Camera,2022-12-06,Variant,2022-12
14397,Security Camera,2022-09-07,Variant,2022-09
14398,Security Camera,2022-12-09,Control,2022-12
14399,Security Camera,2022-12-20,Variant,2022-12
14400,Security Camera,2022-03-16,Variant,2022-03
14401,Smart Doorbell,2022-10-17,Variant,2022-10
14402,Security Camera,2022-10-09,Control,2022-10
14403,Security Camera,2022-03-07,Control,2022-03
14404,Smart Doorbell,2022-05-05,Control,2022-05
14405,Smart Doorbell,2022-11-15,Control,2022-11
14406,Smart Doorbell,2022-03-28,Control,2022-03
14407,Security Camera,2022-02-10,Variant,2022-02
14408,Security Camera,2022-07-05,Variant,2022-07
14409,Smart Doorbell,2022-12-20,Variant,2022-12
14410,Security Camera,2022-12-01,Variant,2022-12
14411,Security Camera,2022-09-23,Control,2022-09
